region,district_id,name,year,uganda_anc4_coverage_value,uganda_dpt3_coverage_value,uganda_health_funding_value,uganda_health_posts_value,uganda_leaving_exam_perf_rate_value,uganda_overall_health_value,uganda_poverty_headcount_value,uganda_primary_enrol_value,uganda_primary_pupil_classroom_ratio_value,uganda_primary_pupil_stance_ratio_value,uganda_primary_sit_write_value,uganda_secondary_enrol_value,uganda_total_pop_value,educ.per.cap.ave,School.attendance,health.per.cap.ave,Child.mortality,MPI.of.the.region,need.vs.resources,MPI.pop.2016,Country.x,Country.y,Health.Gov.Z,Educ.Gov.Z,MPI.Z,School.Attend.Z,Child.Mortality.Z,National.Pov.Z,Exam.Score.Z,Health.Outcome.Index.z,Primary.Enroll.z,Secondary.Enroll.z,Antenatal.Coverage.z,Tetanus.Vaccine.Coverage.z,Pupil.classroom.ratio.z,Pupil.sit.write.z,Pupil.toilet.z,pop.z,SubRegion,health_edu.per.cap.ave
KATAKWI,d207,Katakwi,2014,23.8,78.4,9.374135677,55,55,66.7,42.37,109,82,52,65.5,23,166231,11.0555097750786,0.223326279260191,5.82173659799411,0.0904853057450328,0.220208342776307,,159153.002792212,Uganda,Uganda,0.96102382268797,-0.0374288956686889,0.58675701642996,0.600104031809111,0.531850708250287,0.0316779414773107,-0.0484964579352247,-0.747012907307743,0.127477798908406,-0.238789705169654,-0.658916366966144,-0.611111370448227,0.751561157530882,-0.0986689024128211,-0.256664023890319,-0.567029559941998,Teso,16.8772463730727
KAYUNGA,d112,Kayunga,2014,36.9,101.4,4.084526104,78,46,75.9,35.89,100,53,56,74.6,20,368062,12.2801652244547,0.110831995274446,4.66548504679455,0.0901984722139851,0.15395587386748,,427036.806925142,Uganda,Uganda,-0.24190760154423,0.356430337112423,-0.0112859219073358,-0.237524950031657,0.524266313976584,-0.28473525431918,-1.04613787831699,0.46438479443903,-0.115428857612715,-0.444516220392741,0.413000800804924,0.303018407308368,-0.517846351392833,0.70777332163808,-0.037226079800886,0.233240258907784,Buganda,16.9456502712493
KIBAALE,d407,Kibaale,2014,31.7,109.6,2.232412841,51,51,70.7,35.83,99,46,41,71.5,20,785088,8.12551188307592,0.15777642991477,3.24342720512915,0.0829137845154999,0.175963437131225,,765289.340800632,Uganda,Uganda,-0.663104140637067,-0.979740239142772,0.187370339763547,0.112021867794641,0.331646073712861,-0.28766500613211,-0.491892644771565,-0.220318254374364,-0.142418486115062,-0.444516220392741,-0.0124930367835916,0.628925545465067,-0.824255060443385,0.433051245313048,-0.860118370136258,1.886768812379,Bunyoro,11.3689390882051
KIBOGA,d103,Kiboga,2014,36.3,98.1,5.413982437,49,50,76.6,34.67,71,35,33,85.1,20,148218,12.9567080776269,0.0238814376602189,8.58566196931936,0.0341163395145984,0.0568990821649752,,180414.986565539,Uganda,Uganda,0.0604294193718895,0.57401206528723,-0.887391067139492,-0.884956130216076,-0.958646107554432,-0.344306874515432,-0.60274169148065,0.55655635870237,-0.898128084180775,-0.444516220392741,0.363905358006249,0.171860656586769,-1.30575446037997,1.63828358015835,-1.29899425831512,-0.638451988840141,Buganda,21.5423700469463
KIBUKU,d227,Kibuku,2014,25.8,77.1,2.696635717,66,53,70.4,48.51,131,72,64,57.7,24,202033,10.498444147056,0.143081685176171,3.2465941490749,0.053424060740031,0.152928349623861,,265447.021532524,Uganda,Uganda,-0.557533346104657,-0.216585768708763,-0.0205611025607897,0.0026052500102001,-0.448115244006064,0.331489210333862,-0.270194551353395,-0.259820353344367,0.721249625960037,-0.170214200095292,-0.495264890970561,-0.662779575277948,0.313834430315808,-0.789905094456451,0.401649808377979,-0.425072873137394,Bukedi,13.7450382961309
KIRUHURA,d419,Kiruhura,2014,55,109.1,4.204364157,49,68,76.7,17.91,85,50,48,61.9,26,328077,7.66126496357222,0.0837987577054937,3.60703825056106,0.0681588266874198,0.121798142759655,,476997.232506089,Uganda,Uganda,-0.214654747097594,-1.12904585455474,-0.301564975937004,-0.438813606294499,-0.0585015399613527,-1.16268421426068,1.39254114928288,0.569723725025705,-0.520273285147919,-0.0330631899465675,1.89404665856495,0.609053158992098,-0.649164369557355,-0.417700991048343,-0.476101967979751,0.0746977718433169,Ankole,11.2683032141333
KIRYANDONGO,d421,Kiryandongo,2014,21.8,82.8,3.515408856,56,61,63.8,24.9,80,70,58,60.7,51,266197,7.14524786196279,0.276840096232634,3.41289946218093,0.0688164401226574,0.210441956100867,,487622.735393426,Uganda,Uganda,-0.371332847820672,-1.29500118496654,0.498598511841157,0.998566268616812,-0.0411130583765538,-0.821368128054277,0.616597822319286,-1.12886653068444,-0.655221427659653,1.68132443691249,-0.822567842961727,-0.436234369486096,0.226289084872793,-0.524045020593516,0.0724928922438303,-0.170659464609084,Bunyoro,10.5581473241437
KISORO,d408,Kisoro,2014,31.9,98.3,8.365326303,68,56,78.8,44.3,115,48,43,78.4,44,281705,14.6099377473564,0.130893602082929,7.56366832325544,0.0586718712863898,0.215817707090162,,339591.484732699,Uganda,Uganda,0.731606418568225,1.10570428097316,0.547123947502004,-0.0881468421874502,-0.309353697851061,0.125918291459907,0.0623525887738603,0.846238417815729,0.289415569922488,1.20129590139195,0.00387211081596668,0.179809611175957,-0.73670971500037,1.0445294151978,-0.750399398091542,-0.109169483631323,Kigezi,22.1736060706118
KITGUM,d305,Kitgum,2014,30.2,86.5,9.630071773,71,50,72,74.39,91,69,49,59.4,48,204048,15.3800438880351,0.131928289338287,8.3762304964159,0.0746051825598698,0.156199252561373,,247520.01949342,Uganda,Uganda,1.0192272814168,1.35337672948287,0.00896444472798664,-0.0804425926778576,0.111951699541967,1.59518882564454,-0.60274169148065,-0.0491424921710159,-0.358335514133837,1.4755979216894,-0.135231643780279,-0.289178709586122,0.182516412151286,-0.639251052600788,-0.421242481957393,-0.417083299261318,Acholi,23.756274384451
KOBOKO,d319,Koboko,2014,22.2,105.6,3.949849884,77,57,71.3,61.16,93,89,67,58.2,34,206495,9.68825176562306,0.0749938069458747,3.74643068681813,0.0406255605781751,0.2108221655348,,159549.456290585,Uganda,Uganda,-0.272534863329626,-0.477150280889594,0.502030558537647,-0.504374999092664,-0.786530599369153,0.949178550893369,0.173201635482945,-0.141314056434358,-0.304356257129144,0.51554085064833,-0.78983754776261,0.469946453681311,1.05796986658143,-0.745595082145962,0.566228266445054,-0.407380824186997,West Nile,13.4346824524412
KOLE,d325,Kole,2014,17.5,89.9,2.378173426,110,54,67.8,52.53,104,108,89,48.5,38,239327,11.5250713637154,0.271955142862721,2.6079666889461,0.0352007078495562,0.171553925007074,,274486.236416326,Uganda,Uganda,-0.629956138749373,0.113585960908472,0.147566878386279,0.962193055928971,-0.929973459136384,0.527782581800203,-0.15934550464431,-0.602171877751065,-0.00747034360332799,0.789842870945779,-1.17441851635223,-0.154046481569929,1.88965064829008,-1.60520932096945,1.77313695893693,-0.277200333120332,Lango,14.1330380526615
KOTIDO,d306,Kotido,2014,22.5,79.3,4.879877148,76,60,62.9,90,30,68,41,44.9,29,181050,6.30001504730005,0.775068202380362,3.21427200097666,0.118836803246973,0.63159320183843,,231807.919465242,Uganda,Uganda,-0.0610336162491555,-1.5668349877509,4.30021575922117,4.70835743747174,1.28151527682138,2.35741258897528,0.505748775610201,-1.24737282759445,-2.004702852777,0.172663325276519,-0.765289826363273,-0.575341074796882,0.138743739429778,-1.92424140960497,-0.860118370136258,-0.508271497773476,Karamoja,9.51428704827671
KUMI,d208,Kumi,2014,39.5,80,6.458968041,61,52,76.8,44.6,108,97,69,51.5,15,239268,10.3368153307461,0.07746277868761,4.16794686854988,0.0585877772455156,0.0917935443647331,,294256.218142651,Uganda,Uganda,0.298073805705857,-0.268566921137854,-0.572408289148821,-0.485991111370107,-0.311577295488789,0.14056705052456,-0.38104359806248,0.582891091349039,0.100488170406059,-0.787393745764552,0.625747719599182,-0.547519733734725,1.40815124835349,-1.33934924710652,0.67594723848977,-0.277434271015462,Teso,14.504762199296
KWEEN,d228,Kween,2014,14.8,60.4,7.113613663,64,30,58.4,37.9,103,74,78,57.4,44,93667,13.9699518529396,0.0461616576176831,8.36823328588462,0.00469301011498092,0.115736372664241,,155673.234090059,Uganda,Uganda,0.446949404097745,0.899879570444052,-0.356282918665679,-0.719058297037957,-1.73665183860197,-0.186588568586009,-2.81972262566235,-1.83990431214451,-0.0344599721056749,1.20129590139195,-1.39534800894627,-1.32651728347513,0.401379775758823,-0.816491101842745,1.16968261269099,-0.854749380658417,Sebei,22.3381851388242
KYANKWANZI,d123,Kyankwanzi,2014,25.9,93.4,2.327900009,63,46,68.8,34.67,91,45,42,72.6,21,214693,10.3336959716892,0.0366924372896289,3.29635090341192,0.0803599486120569,0.0678609551590321,,128481.067298483,Uganda,Uganda,-0.641389019055231,-0.269570132584425,-0.78844123412923,-0.789565820631058,0.264118060752524,-0.344306874515432,-1.04613787831699,-0.47049821451772,-0.358335514133837,-0.375940715318379,-0.487082317170782,-0.0149397762591432,-0.868027733164893,0.530533272396124,-0.8052588841139,-0.37487535191103,Buganda,13.6300468751011
KYEGEGWA,d422,Kyegegwa,2014,53.9,149.7,2.775878832,81,57,83.3,18.81,120,50,40,74.8,52,281637,4.97549761715522,0.149398020054129,2.22546671979214,0.135280991394427,0.209720684464377,,386462.075392797,Uganda,Uganda,-0.539512350060996,-1.99281065225949,0.492087789811772,0.0496364854235453,1.71632917729417,-1.11873793706672,0.173201635482945,1.43876990236578,0.424363712434222,1.74989994198685,1.80403834676738,2.22269094059722,-0.649164369557355,0.725497326562276,-0.914977856158616,-0.109439106968084,Tooro,7.20096433694736
KYENJOJO,d415,Kyenjojo,2014,51.2,110.1,3.525007593,91,66,76,35.5,80,58,50,70.1,47,422204,6.13390211651869,0.163046924644802,3.35138312852726,0.0770851718268048,0.225819594794613,,468013.979451126,Uganda,Uganda,-0.369149960367281,-1.62025826815674,0.637408255546751,0.151265809603038,0.177527074660355,-0.303778641103228,1.17084305586471,0.477552160762364,-0.655221427659653,1.40702241661504,1.58310885417334,0.648797931938037,-0.298982987785296,0.308983210843678,-0.366382995935035,0.447915945656425,Tooro,9.48528524504595
LAMWO,d326,Lamwo,2014,33.5,86.4,13.27585893,59,53,72.4,67.11,100,67,48,59.5,54,134379,11.9201084338394,0.216284469123385,6.09707808358725,0.0569152599248606,0.222352187757506,,268285.559521402,Uganda,Uganda,1.8483304272526,0.240633121347273,0.606108919430892,0.547670929910741,-0.355801660552071,1.23971227234231,-0.270194551353395,0.00352697312232281,-0.115428857612715,1.88705095213557,0.134793291612433,-0.293153186880716,0.0949710667082707,-0.630389050138691,-0.476101967979751,-0.69332430292005,Acholi,18.0171865174267
LIRA,d307,Lira,2014,28.7,90,0,80,62,79.6,54.67,121,94,76,59.2,39,408043,10.1052564543473,0.169553551387553,7.09797083731787,0.0308686325001447,0.136456381107561,,423318.240649388,Uganda,Uganda,-1.1707861389467,-0.343038154208797,-0.169249062631286,0.199713952394356,-1.04452132023655,0.632277063128057,0.727446869028371,0.951577348402404,0.451353340936569,0.858418376020141,-0.257970250776966,-0.150072004275336,1.27683323018897,-0.656975057524984,1.05996364064628,0.391766885775972,Lango,17.2032272916652
LUUKA,d229,Luuka,2014,14.9,81.2,2.605271726,49,39,62.5,36.52,111,75,76,62,33,238020,12.7355979329134,0.0476294961476268,2.82698809634181,0.0761194261961379,0.0676856691200359,,179435.05072935,Uganda,Uganda,-0.578310799393112,0.502901229989559,-0.790023493319526,-0.708128816447644,0.151991023821638,-0.25397286028341,-1.82208120528059,-1.30004229288779,0.1814570559131,0.446965345573968,-1.38716543514649,-0.499826006199598,0.44515244848033,-0.408838988586245,1.05996364064628,-0.282382652254839,Busoga,15.5625860292552
LUWERO,d104,Luwero,2014,42.9,111.7,4.289605004,87,55,79.5,18.64,105,50,52,73.2,64,456958,15.0360001512205,0.0427423088618797,3.91760615607892,0.0738267248182751,0.0690600699396763,,424956.786643062,Uganda,Uganda,-0.195269782655631,1.24272944310205,-0.777617152572254,-0.744518662804142,0.0913678772248748,-1.12703890053669,-0.0484964579352247,0.938409982079071,0.0195192848990189,2.5728060028792,0.903955228791673,0.712389568651539,-0.649164369557355,0.583705287168711,-0.256664023890319,0.585717261035655,Buganda,18.9536063072994
LWENGO,d124,Lwengo,2014,30.4,144.3,2.714241832,55,57,71.5,29.63,120,62,62,74.3,29,274953,11.8677310655349,0.0729094040798774,2.93733175660109,0.0864368067211541,0.0777783588951844,,277257.167914465,Uganda,Uganda,-0.553529468559469,0.223788130287939,-0.698919539787427,-0.519895398783483,0.424801115053707,-0.590406026801592,0.173201635482945,-0.114979323787688,0.424363712434222,0.172663325276519,-0.118866496180721,2.00806916668915,-0.123892296899266,0.681187314251787,0.291930836333263,-0.135941494952051,Buganda,14.805062822136
LYANTONDE,d114,Lyantonde,2014,61.5,108.7,9.483458135,59,70,85.7,26.53,133,43,42,65.5,41,93753,12.6475074392257,0.0620689655172414,10.6008937083576,0.0758620689655172,0.217413132514203,,132966.695935739,Uganda,Uganda,0.985885283309518,0.474570605015144,0.561525416974856,-0.600612971216575,0.145186035928186,-0.741776537136333,1.61423924270105,1.75478669412581,0.775228882964731,0.995569386168865,2.42591395555059,0.593155249813722,-0.955573078607907,-0.0986689024128211,-0.8052588841139,-0.854408386438396,Buganda,23.2484011475833
MANAFWA,d223,Manafwa,2014,16.3,99.5,4.186227089,75,44,68.3,33.6,124,77,92,57.6,1,353825,13.4015383521697,0.102399508630136,3.20893898645448,0.0628787530857693,0.140214597645521,,440945.83558525,Uganda,Uganda,-0.218779370803661,0.717073128493615,-0.135324668593044,-0.300312986472285,-0.198116179305679,-0.396554115179359,-1.26783597173516,-0.536335046134392,0.532322226443609,-1.74745081680562,-1.27260940194958,0.227503338711084,0.532697793923345,-0.798767096918549,1.93771541700401,0.17678985529801,Bugisu,16.6104773386242
MARACHA,d320,Maracha,2014,38.5,104.4,6.631197945,48,57,71.8,54.05,160,171,129,48.8,2,186134,12.6835750628124,0.259389848282343,6.20606582785653,0.0793203611920453,0.244039746163147,,303606.557787292,Uganda,Uganda,0.337241302069222,0.486170248458802,0.801876584664922,0.868632258589037,0.236629500239571,0.602002961061108,0.173201635482945,-0.0754772248176852,1.5039488525281,-1.67887531173126,0.54392198160139,0.422252726146185,4.64732902974504,-1.57862331358316,3.96751639983126,-0.48811318830153,West Nile,18.8896408906689
MASAKA,d105,Masaka,2014,45.2,105.6,0,71,64,85.8,20.06,110,39,38,85.2,6,297004,10.8965601339554,0.0251905769955083,9.55423861067816,0.0173621688567904,0.0230406913058645,,424655.617479098,Uganda,Uganda,-1.1707861389467,-0.0885484033926855,-1.19302151216669,-0.87520831895266,-1.40165650293452,-1.057701440964,0.94914496244654,1.76795406044914,0.154467427410753,-1.40457329143381,1.09215442618659,0.469946453681311,-1.13066376949394,1.64714558262045,-1.02469682820333,-0.0485081979091953,Buganda,20.4507987446336
MASINDI,d409,Masindi,2014,37.1,67.5,0,73,67,69.1,42.3,71,57,46,71,8,291113,9.92019798272494,0.0878050473107844,4.87756689487057,0.0831639441094306,0.102771782492495,,348881.434296793,Uganda,Uganda,-1.1707861389467,-0.402554475872952,-0.473310732547145,-0.408982896998512,0.338260743151226,0.0282598976955584,1.2816921025738,-0.430996115547717,-0.898128084180775,-1.26742228128509,0.429365948404483,-1.04432939555896,-0.342755660506804,0.388741233002559,-0.585820940024467,-0.0718663019806415,Bunyoro,14.7977648775955
MAYUGE,d214,Mayuge,2014,24.1,89.1,3.099976894,58,44,67.6,44.95,107,62,67,68.1,4,473239,9.00380330451143,0.0979811921008841,2.52188096749611,0.125158138595112,0.0911408971101308,,524079.906624137,Uganda,Uganda,-0.46580790402729,-0.697274517391358,-0.578299557629355,-0.333211635583349,1.44866274888107,0.157657269433321,-1.26783597173516,-0.628506610397734,0.0734985419037126,-1.54172430158254,-0.634368645566807,-0.185842299926681,-0.123892296899266,0.131743161601722,0.566228266445054,0.650272224944535,Busoga,11.5256842720075
MBALE,d209,Mbale,2014,33.4,112.3,0,76,54,79.7,34.89,116,63,78,72.2,4,488960,13.2982580025481,0.0736381493188758,9.49828066570791,0.0558027371069448,0.0789774486373842,,705061.852165743,Uganda,Uganda,-1.1707861389467,0.683857321317767,-0.688095684245649,-0.514469184126738,-0.385218764119925,-0.333564451201354,-0.15934550464431,0.96474471472574,0.316405198424834,-1.54172430158254,0.126610717812654,0.736236432419102,-0.0801196241777589,0.495085262547733,1.16968261269099,0.712606761374209,Bugisu,22.796538668256
MBARARA,d410,Mbarara,2014,57.6,86.4,0,47,75,79.3,13.2,101,37,34,78.3,36,472629,14.8071110586216,0.0696504828898904,7.44522512494975,0.0293776188218561,0.0747907479449564,,650383.177750422,Uganda,Uganda,-1.1707861389467,1.16911683438922,-0.725887887695213,-0.544161225824207,-1.08394640266091,-1.39266973157572,2.16848447624648,0.912075249432401,-0.0884392291103686,0.652691860797054,2.10679357735921,-0.293153186880716,-1.21820911493695,1.0356674127357,-1.24413477229277,0.647853545011827,Ankole,22.2523361835714
MITOOMA,d423,Mitooma,2014,31.4,103.2,2.926841721,67,71,74.8,18.1,96,36,33,69.7,32,183444,16.3537818095684,0.0899319703170575,3.03998088356604,0.0748457064102473,0.0926232736421821,,170004.54517585,Uganda,Uganda,-0.50518127126117,1.66653882817795,-0.56491854962239,-0.393145893649755,0.118311582596186,-1.15340666685306,1.72508828941014,0.319543764882349,-0.223387371622103,0.378389840499606,-0.0370407581829291,0.374558998611058,-1.26198178765846,0.273535200995288,-1.29899425831512,-0.498779170299865,Ankole,19.3937626931344
MITYANA,d115,Mityana,2014,44.4,101.8,5.771572925,56,54,81.6,16.57,84,39,45,81.8,22,328964,11.0808882746615,0.0738222645808599,5.75410922050799,0.0526261475936505,0.0863369073326905,,456089.819332141,Uganda,Uganda,0.141750512939437,-0.0292669621387728,-0.621663861021525,-0.513098267543486,-0.469213502205569,-1.22811533808279,-0.15934550464431,1.21492467486909,-0.547262913650265,-0.307365210244016,1.02669383578836,0.318916316486743,-1.13066376949394,1.34583749890912,-0.640680426046826,0.0782147703684183,Buganda,16.8349974951695
MOROTO,d308,Moroto,2014,24.9,57.8,8.964291153,57,62,58.4,86.91,29,42,34,63.6,36,103432,13.4627693367773,0.277142095814995,20.4066539064447,0.101418874343225,0.40644099620253,,120168.335635804,Uganda,Uganda,0.867819428268085,0.736765515141849,2.26782830484697,1.00081494822725,0.820953920013451,2.20653037060936,0.727446869028371,-1.83990431214451,-2.03169248127934,0.652691860797054,-0.568908055168574,-1.42985369313457,-0.999345751329415,-0.26704694919268,-1.24413477229277,-0.81603067648974,Karamoja,33.869423243222
MOYO,d309,Moyo,2014,9.9,21.4,12.51740703,60,63,57.6,62.18,26,50,38,78.4,10,139012,13.1878629965125,0.159198648861773,11.2868857118615,0.0313804364351584,0.20132477787483,,156229.239553373,Uganda,Uganda,1.67584782495702,0.648353382310107,0.416300234577748,0.122611666372174,-1.0309883039961,0.998984331713187,0.838295915737456,-1.94524324273118,-2.11266136678638,-1.13027127113636,-1.79629412513545,-2.87656342836675,-0.649164369557355,1.0445294151978,-1.02469682820333,-0.67495423057868,West Nile,24.474748708374
MPIGI,d106,Mpigi,2014,54.2,117.8,4.312189308,66,57,77.9,19.53,96,46,45,75.2,17,250548,12.3028317768324,0.0448385597918339,3.71339439986411,0.0645770645455166,0.0515666037901325,,358288.029601059,Uganda,Uganda,-0.190133795093395,0.363720086187415,-0.935525892730665,-0.728910042793166,-0.153209770828184,-1.08358091531155,0.173201635482945,0.72773212090572,-0.223387371622103,-0.650242735615827,1.82858606816672,0.954832683621766,-0.824255060443385,0.760945336410668,-0.640680426046826,-0.232708517505716,Buganda,16.0162261766965
MUBENDE,d107,Mubende,2014,30.8,95.9,2.527301233,49,52,70.5,24.55,70,54,47,73.3,9,684337,7.31177858299972,0.13522055952849,4.63964513662232,0.123699654131514,0.125958788485535,,749231.757675537,Uganda,Uganda,-0.596042383340503,-1.24144353978928,-0.264007963552908,-0.0559284500062718,1.41009779737909,-0.838458346963038,-0.38104359806248,-0.246652987021033,-0.925117712683121,-1.19884677621073,-0.0861362009816038,0.0844221561057042,-0.474073678671326,0.592567289630809,-0.530961454002109,1.48728615352613,Buganda,11.951423719622
MUKONO,d108,Mukono,2014,26.8,94.2,0,80,65,75.8,16.29,91,51,57,75.8,14,596804,11.4117750561362,0.09514427632667,2.40448922617935,0.0427344794857382,0.0302946056753694,,1134311.07647607,Uganda,Uganda,-1.1707861389467,0.0771489395382493,-1.12754240873953,-0.354335223265583,-0.730766991719097,-1.2417875132098,1.05999400915563,0.451217428115694,-0.358335514133837,-0.855969250838914,-0.41343915297277,0.0168560420976079,-0.605391696835848,0.814117351183254,0.0176334062214721,1.14021351328068,Buganda,13.8162642823156
NAKAPIRIPIRIT,d311,Nakapiripirit,2014,22.2,99.6,6.849425779,61,61,65,85.48,31,55,48,66.3,20,156690,8.16891884224318,0.4142525231024,3.55477799396069,0.157394084013134,0.338929386828174,,190331.734946521,Uganda,Uganda,0.386869373014322,-0.965780205205318,1.65841944949274,2.02173497668892,2.30103910440265,2.13670461906785,0.616597822319286,-0.97085813480443,-1.97771322427465,-0.444516220392741,-0.78983754776261,0.231477816005678,-0.430301005949818,-0.0277728827160388,-0.476101967979751,-0.604860093118991,Karamoja,11.7236968362039
NAKASEKE,d116,Nakaseke,2014,32.6,71.3,7.339622669,68,53,71.8,24.81,118,46,62,75.3,33,197369,10.928796021342,0.0473093032017964,7.87605211878202,0.132300741557092,0.0540616396296871,,300426.159228534,Uganda,Uganda,0.498347022716824,-0.0781810777252313,-0.913003885787837,-0.710512963283429,1.63752601325012,-0.825762755773673,-0.270194551353395,-0.0754772248176852,0.370384455429528,0.446965345573968,0.0611501274144209,-0.893299258364394,-0.824255060443385,0.769807338872765,0.291930836333263,-0.443565861999935,Buganda,18.804848140124
NAKASONGOLA,d109,Nakasongola,2014,48.9,77.9,0,73,52,75.4,24.35,104,36,35,74.9,23,181799,14.4019936770424,0.0570270384065984,5.47335832586023,0.0961924938405916,0.0623776316172976,,224961.801668435,Uganda,Uganda,-1.1707861389467,1.03882776314362,-0.837937697834842,-0.638155005554412,0.682759022744729,-0.848224186339473,-0.38104359806248,0.398547962822357,-0.00747034360332799,-0.238789705169654,1.39490965677842,-0.630983756921197,-1.26198178765846,0.734359329024375,-1.18927528627041,-0.505301676020036,Buganda,19.8753520029026
NAMAYINGO,d230,Namayingo,2014,23.2,91.2,2.789780701,41,50,65.6,50.89,89,68,56,68.9,8,215442,10.9280978937162,0.0507146145432169,3.18552402739909,0.0926054652541679,0.12234197415395,,259932.350357924,Uganda,Uganda,-0.536350870022655,-0.0784056012932445,-0.296655958501717,-0.685157119673399,0.587911537615963,0.447702698913437,-0.60274169148065,-0.891853936864424,-0.412314771138531,-1.26742228128509,-0.708011809764819,-0.102378276740209,0.138743739429778,0.202639181298505,-0.037226079800886,-0.371905530157591,Busoga,14.1136219211153
NAMUTUMBA,d224,Namutumba,2014,28.8,107.9,3.03939856,61,48,73.4,37.56,152,76,71,59.6,13,252562,11.0942506679189,0.101573913959971,2.37881811975404,0.186630977161766,0.163360044154888,,375374.449674347,Uganda,Uganda,-0.479584267025458,-0.0249695069164409,0.0736029542950793,-0.306460339017514,3.07411512577078,-0.203190495525948,-0.82443978489882,0.135200636355668,1.28803182450932,-0.924544755913276,-0.249787676977187,0.561359431456971,0.488925121201838,-0.621527047676593,0.785666210534486,-0.22472290867871,Busoga,13.4730687876729
NAPAK,d327,Napak,2014,25.6,98.4,8.153780561,89,62,68.2,86.91,37,72,53,58.1,23,142224,6.93554072439866,0.699373076814888,4.52813631059747,0.0612322865116264,0.529041424207041,,138997.623181846,Uganda,Uganda,0.683497949086234,-1.36244471967813,3.37450887710047,4.14473385846615,-0.2416517157932,2.20653037060936,0.727446869028371,-0.549502412457726,-1.81577545326057,-0.238789705169654,-0.511630038570119,0.183784088470551,0.313834430315808,-0.75445708460806,-0.20180453786796,-0.662218492965798,Karamoja,11.4636770349961
NEBBI,d310,Nebbi,2014,40.1,97.5,4.760670704,54,52,77.7,65.05,126,98,71,50.4,22,396794,10.9208735367179,0.15281741912719,4.92709235785965,0.0610800022408677,0.157960798645398,,505345.656705524,Uganda,Uganda,-0.0881428339484211,-0.0807290137323407,0.0248654400185413,0.0750972258504837,-0.245678385711805,1.13912412676503,-0.38104359806248,0.70139738825905,0.586301483448303,-0.307365210244016,0.674843162397857,0.148013792819206,1.451923921075,-1.43683127418959,0.785666210534486,0.347164048787396,West Nile,15.8479658945776
NGORA,d231,Ngora,2014,34,83.1,6.387716873,63,50,73.9,44.3,102,66,59,67.5,16,141919,11.4769772517487,0.0679367978541539,4.14010537969446,0.129212653942377,0.145014311089156,,262719.131162595,Uganda,Uganda,0.281870290528113,0.0981185002033866,-0.0919989664979476,-0.556921271942298,1.55587142448504,0.125918291459907,-0.60274169148065,0.20103746797234,-0.0614496006080217,-0.71881824069019,0.175706160611329,-0.424310937602315,0.0511983939867633,0.0785711468291353,0.127352378266188,-0.663427832932152,Teso,15.6170826314432
NTOROKO,d424,Ntoroko,2014,21.3,62.5,10.22914568,66,68,56.1,27.74,67,53,54,79.1,19,67005,12.8213215927051,0.10978366175224,6.5711694582496,0.107454524246982,0.126656143699886,,99290.2034389053,Uganda,Uganda,1.15546509220841,0.530470661778678,-0.257713128532808,-0.245330809224878,0.980547355275081,-0.682693208908902,1.39254114928288,-2.1427537375812,-1.00608659819016,-0.513091725467103,-0.863480711960623,-1.24305326028866,-0.517846351392833,1.10656343243248,-0.146945051845602,-0.960465518963102,Rwenzori,19.3924910509547
NTUNGAMO,d411,Ntungamo,2014,28.6,79.7,0,71,68,75,29.9,67,42,39,71.1,34,483841,11.4122342255851,0.0857946013557433,4.18072855966896,0.0575259501745721,0.142557083954934,,471336.762587738,Uganda,Uganda,-1.1707861389467,0.077296612197488,-0.114179684586122,-0.423952615802895,-0.339653912358198,-0.577222143643405,1.39254114928288,0.345878497529019,-1.00608659819016,0.51554085064833,-0.266152824576745,-0.559443165618507,-0.999345751329415,0.397603235464656,-0.969837342180974,0.692309675184813,Ankole,15.5929627852541
NWOYA,d328,Nwoya,2014,59.7,228.5,8.683659423,51,50,88.1,65.3,279,67,44,67.6,21,133506,7.61201959006794,0.235565973414708,5.25427196108695,0.0389594431651386,0.222354558012084,,132550.237919999,Uganda,Uganda,0.803999835915415,-1.14488357040886,0.606130315071474,0.691240418383114,-0.830585739368277,1.15133142598557,-0.60274169148065,2.07080348588584,4.71571464430737,-0.375940715318379,2.27862762715457,5.35457904873721,0.0949710667082707,0.0874331492912326,-0.695539912069184,-0.696785790758171,Acholi,12.8662915511549
OTUKE,d329,Otuke,2014,31.3,84.2,8.868252912,71,52,69.2,62.15,162,94,59,60.7,43,104254,11.5608919195288,0.201818189003957,4.18274890775869,0.0451971176209572,0.221051519480647,,244548.792880638,Uganda,Uganda,0.845978984955109,0.125106145330667,0.594368142205438,0.439955452660401,-0.665650411719775,0.997519455806722,-0.38104359806248,-0.417828749224381,1.55792810953279,1.13272039631759,-0.045223331982708,-0.380591687361781,1.27683323018897,-0.524045020593516,0.127352378266188,-0.812771406154189,Lango,15.7436408272875
OYAM,d321,Oyam,2014,51.8,106.8,3.628553494,76,55,75.3,53.22,143,68,65,64.6,12,383644,9.11240202906589,0.221459117629035,2.523373032666,0.0529836531723348,0.161655919877922,,444613.257748264,Uganda,Uganda,-0.345602169846194,-0.662348277234735,0.0582202899706576,0.586201203677546,-0.459760411927435,0.561474727648904,-0.0484964579352247,0.385380596499022,1.0451251679882,-0.993120260987638,1.63220429697202,0.517640181216438,0.138743739429778,-0.178426924571702,0.456509294400337,0.295023653516726,Lango,11.6357750617319
